Date,Open,High,Low,Close
2024-08-21,59451.0,61361.0,58710.0,59060.0
2024-08-25,59029.0,64828.0,58905.0,64157.0
2024-08-29,64187.0,64894.0,57968.0,59015.0
2024-09-02,59042.0,61150.0,57258.0,57358.0
2024-09-06,57298.0,59813.0,55747.0,56132.0
2024-09-10,56164.0,57897.0,52690.0,57049.0
2024-09-14,57023.0,60655.0,55573.0,60621.0
2024-09-18,60545.0,61243.0,57559.0,60317.0
2024-09-22,60320.0,64082.0,59212.0,63403.0
2024-09-26,63406.0,64755.0,62479.0,63152.0
2024-09-30,63146.0,66439.0,62812.0,65664.0
2024-10-04,65603.0,65603.0,59954.0,60728.0
2024-10-08,60749.0,64500.0,60470.0,62287.0
2024-10-12,62211.0,63362.0,58935.0,62392.0
2024-10-16,62465.0,67803.0,62060.0,66962.0
2024-10-20,67103.0,68970.0,66739.0,68389.0
2024-10-24,68362.0,69432.0,65162.0,66684.0
2024-10-28,66634.0,68821.0,65564.0,67939.0
2024-11-01,67960.0,73562.0,67558.0,70265.0
2024-11-05,70180.0,71500.0,66854.0,67793.0
2024-11-09,67800.0,77240.0,67448.0,76550.0
2024-11-13,76513.0,89864.0,75868.0,88265.0
2024-11-17,87977.0,93477.0,86353.0,90606.0
2024-11-21,90597.0,94891.0,88774.0,94217.0
2024-11-25,94366.0,99645.0,94159.0,98016.0
2024-11-29,98026.0,98882.0,90752.0,95662.0
2024-12-03,95649.0,98685.0,94498.0,95833.0
2024-12-07,95862.0,103679.0,92980.0,99974.0
2024-12-11,99928.0,101235.0,94387.0,96650.0
2024-12-15,96643.0,102658.0,95741.0,101367.0
2024-12-19,101393.0,108135.0,100237.0,100356.0
2024-12-23,100139.0,102759.0,92245.0,95094.0
2024-12-27,95110.0,99887.0,92442.0,95678.0
2024-12-31,95688.0,97134.0,91375.0,92627.0
2025-01-04,92666.0,98971.0,91942.0,98084.0
2025-01-08,98116.0,102512.0,96164.0,96952.0
2025-01-12,96807.0,97205.0,91251.0,94560.0
2025-01-16,94572.0,100702.0,89800.0,100313.0
2025-01-20,100555.0,106307.0,97532.0,101275.0
2025-01-24,101184.0,108786.0,99702.0,104068.0
2025-01-28,104021.0,107006.0,97792.0,101958.0
2025-02-01,102101.0,106191.0,100272.0,102382.0
2025-02-05,102405.0,102749.0,92460.0,98118.0
2025-02-09,97888.0,100097.0,95676.0,96558.0
2025-02-13,96454.0,98467.0,94120.0,97836.0
2025-02-17,97887.0,98624.0,95410.0,96149.0
2025-02-21,96123.0,98758.0,93435.0,98384.0
2025-02-25,98337.0,99504.0,91397.0,91397.0
2025-03-01,91582.0,92504.0,78393.0,84442.0
2025-03-05,84317.0,94902.0,81688.0,87311.0
2025-03-09,87039.0,92756.0,84972.0,86143.0
2025-03-13,86173.0,86483.0,76784.0,83884.0
2025-03-17,83678.0,85140.0,79948.0,82611.0
2025-03-21,82570.0,87431.0,81208.0,84271.0
2025-03-25,84326.0,88714.0,83239.0,87328.0
2025-03-29,87483.0,88430.0,83609.0,84359.0
2025-04-02,84333.0,85438.0,81362.0,85238.0
2025-04-06,85151.0,87791.0,81333.0,83596.0
2025-04-10,83514.0,83668.0,74604.0,82622.0
2025-04-14,82595.0,85732.0,78669.0,83601.0
2025-04-18,83637.0,86186.0,83219.0,84931.0
2025-04-22,84940.0,88260.0,84038.0,87452.0
2025-04-26,87501.0,95564.0,87366.0,94773.0
2025-04-30,94739.0,95491.0,92953.0,94256.0
2025-05-04,94275.0,97822.0,93334.0,95923.0
2025-05-08,95893.0,97512.0,93592.0,97026.0
2025-05-12,97036.0,104841.0,96965.0,103994.0
2025-05-16,104083.0,105503.0,101109.0,103709.0
2025-05-20,103749.0,106518.0,102381.0,105629.0
2025-05-24,105614.0,111814.0,104386.0,107217.0
2025-05-28,107156.0,110407.0,106802.0,109068.0
2025-06-01,109010.0,109104.0,103296.0,104688.0
2025-06-05,104686.0,106807.0,103939.0,104813.0
2025-06-09,104803.0,106365.0,100783.0,105692.0
2025-06-13,105724.0,110282.0,105426.0,105979.0
2025-06-17,105898.0,108785.0,103081.0,106951.0
2025-06-21,106842.0,107644.0,102624.0,103290.0
2025-06-25,103292.0,106129.0,98467.0,105976.0
2025-06-29,106036.0,108116.0,105985.0,107332.0
2025-07-03,107333.0,109608.0,105402.0,108824.0
2025-07-07,108876.0,110386.0,107386.0,109215.0
2025-07-11,109222.0,116462.0,107591.0,115880.0
2025-07-15,115961.0,122838.0,115548.0,119834.0
2025-07-19,119849.0,120689.0,116094.0,117989.0
2025-07-23,118003.0,120222.0,116779.0,119956.0
2025-07-27,119959.0,119959.0,115086.0,117960.0
2025-07-31,117906.0,119754.0,116079.0,117833.0
2025-08-04,117828.0,118865.0,112113.0,114199.0
2025-08-08,114235.0,117596.0,112770.0,117463.0
2025-08-12,117483.0,122227.0,115979.0,118774.0
2025-08-16,118727.0,124128.0,116956.0,117340.0
2025-08-20,117397.0,118514.0,112778.0,112778.0
