Unnamed: 0,Date,BITCOIN_Open,BITCOIN_High,BITCOIN_Low,BITCOIN_Close,BITCOIN_MarketCap,BITCOIN_Volume,ETHEREUM_Open,ETHEREUM_High,ETHEREUM_Low,ETHEREUM_Close,ETHEREUM_MarketCap,ETHEREUM_Volume,TETHER_Open,TETHER_High,TETHER_Low,TETHER_Close,TETHER_MarketCap,TETHER_Volume,RIPPLE_Open,RIPPLE_High,RIPPLE_Low,RIPPLE_Close,RIPPLE_MarketCap,RIPPLE_Volume
0,2024-08-19 05:30:00,58438.29374268541,58438.29374268541,58438.29374268541,58438.29374268541,1156217205294.1643,17656027563.72502,2614.601280626372,2614.601280626372,2614.601280626372,2614.601280626372,314682052511.7037,8617702421.12827,0.9985984281635788,0.9985984281635788,0.9985984281635788,0.9985984281635788,116739857897.3705,29075460609.883625,0.5641402621351506,0.5641402621351506,0.5641402621351506,0.5641402621351506,31699229123.507595,617194458.1864655
1,2024-08-20 05:30:00,59574.94581294088,59574.94581294088,59574.94581294088,59574.94581294088,1176063402361.815,24031330179.25896,2640.5904207330605,2640.5904207330605,2640.5904207330605,2640.5904207330605,317616756579.9527,11730843561.162949,1.0009990692483224,1.0009990692483224,1.0009990692483224,1.0009990692483224,117015270220.48071,37748045857.825066,0.5991141923286195,0.5991141923286195,0.5991141923286195,0.5991141923286195,33637408468.498966,1755788084.835185
2,2024-08-21 05:30:00,59060.12610074137,59060.12610074137,59060.12610074137,59060.12610074137,1166088863323.0896,31470716090.619144,2575.643435503567,2575.643435503567,2575.643435503567,2575.643435503567,309867213669.31934,12823659998.035198,0.9999301030147149,0.9999301030147149,0.9999301030147149,0.9999301030147149,116980055140.24043,44677155509.47192,0.594394755189024,0.594394755189024,0.594394755189024,0.594394755189024,33333279765.967487,1401494292.4529498
3,2024-08-22 05:30:00,61144.68762866613,61144.68762866613,61144.68762866613,61144.68762866613,1207099049402.5117,32960965010.60808,2630.2988017642488,2630.2988017642488,2630.2988017642488,2630.2988017642488,316360729845.1586,11246256658.90509,1.0004049197589533,1.0004049197589533,1.0004049197589533,1.0004049197589533,117370235101.15463,43451629655.00184,0.6003970672361606,0.6003970672361606,0.6003970672361606,0.6003970672361606,33743715595.89921,1278773168.6333387
4,2024-08-23 05:30:00,60387.54062321362,60387.54062321362,60387.54062321362,60387.54062321362,1192308382713.838,28170302505.847404,2623.289171364539,2623.289171364539,2623.289171364539,2623.289171364539,315630604929.4857,10277172867.663338,1.0000893379281617,1.0000893379281617,1.0000893379281617,1.0000893379281617,117411769439.62727,39760183764.48847,0.5976871187626694,0.5976871187626694,0.5976871187626694,0.5976871187626694,33589114363.11003,1006578176.215835
5,2024-08-24 05:30:00,64049.68561555576,64049.68561555576,64049.68561555576,64049.68561555576,1261916434075.0183,45038665759.42134,2763.2554073640704,2763.2554073640704,2763.2554073640704,2763.2554073640704,332181161792.2442,17876365362.452858,1.0015577204672534,1.0015577204672534,1.0015577204672534,1.0015577204672534,117853361164.5161,45892281337.958046,0.6102506382532653,0.6102506382532653,0.6102506382532653,0.6102506382532653,34283938679.53692,1400222917.466907
6,2024-08-25 05:30:00,64157.1606134782,64157.1606134782,64157.1606134782,64157.1606134782,1264961887998.9824,22029153446.35436,2767.840733546234,2767.840733546234,2767.840733546234,2767.840733546234,332950073030.8183,11990449014.147696,1.001390030743097,1.001390030743097,1.001390030743097,1.001390030743097,117976041920.30212,40007652022.96911,0.6139391687850385,0.6139391687850385,0.6139391687850385,0.6139391687850385,34491160674.30759,1209425430.7483633
7,2024-08-26 05:30:00,64265.81631272862,64265.81631272862,64265.81631272862,64265.81631272862,1269291077270.1145,17875230147.044323,2745.164671605207,2745.164671605207,2745.164671605207,2745.164671605207,330332547375.3104,8312216650.941433,0.999710886833682,0.999710886833682,0.999710886833682,0.999710886833682,117925656123.98564,33123507245.214764,0.5995127578984722,0.5995127578984722,0.5995127578984722,0.5995127578984722,33680683543.769005,934683774.9393412
8,2024-08-27 05:30:00,62922.58634676265,62922.58634676265,62922.58634676265,62922.58634676265,1242487823611.2612,17894692681.091812,2683.0801154902983,2683.0801154902983,2683.0801154902983,2683.0801154902983,322816645099.5817,11486270160.014795,0.9999429851247148,0.9999429851247148,0.9999429851247148,0.9999429851247148,117869723009.1109,42087551883.17527,0.5872790171235059,0.5872790171235059,0.5872790171235059,0.5872790171235059,32999976385.4302,1188834411.2691946
9,2024-08-28 05:30:00,59526.560879590994,59526.560879590994,59526.560879590994,59526.560879590994,1176762244308.0742,38131727427.91789,2457.2773517547434,2457.2773517547434,2457.2773517547434,2457.2773517547434,295636169778.93835,17505948780.2572,0.9991055625467704,0.9991055625467704,0.9991055625467704,0.9991055625467704,117955490801.0307,59445193965.258736,0.5670252246535126,0.5670252246535126,0.5670252246535126,0.5670252246535126,31857488696.739094,1648249019.2532597
10,2024-08-29 05:30:00,59015.29633887944,59015.29633887944,59015.29633887944,59015.29633887944,1166032395735.947,42018989572.42786,2527.0269814017706,2527.0269814017706,2527.0269814017706,2527.0269814017706,303958449107.31573,21234602056.030582,0.9991098226668258,0.9991098226668258,0.9991098226668258,0.9991098226668258,118135731907.63963,46053881610.6317,0.5696993284601568,0.5696993284601568,0.5696993284601568,0.5696993284601568,32069384452.16085,1500729830.1107528
11,2024-08-30 05:30:00,59351.5794909728,59351.5794909728,59351.5794909728,59351.5794909728,1171762256043.917,32563333956.986053,2526.738355300341,2526.738355300341,2526.738355300341,2526.738355300341,304106394048.1237,13272715023.256617,0.9997542313781328,0.9997542313781328,0.9997542313781328,0.9997542313781328,118172891314.81387,47011640323.28129,0.561506372583823,0.561506372583823,0.561506372583823,0.561506372583823,31585196062.886494,1064481734.9849228
12,2024-08-31 05:30:00,59156.24603646356,59156.24603646356,59156.24603646356,59156.24603646356,1168247205700.9673,44038496614.94759,2527.690204915795,2527.690204915795,2527.690204915795,2527.690204915795,304009556580.61725,15607580785.925385,1.0001679744835197,1.0001679744835197,1.0001679744835197,1.0001679744835197,118222000180.62564,48813887050.41809,0.5673490796111339,0.5673490796111339,0.5673490796111339,0.5673490796111339,31919312705.246872,1204954666.5125787
13,2024-09-01 05:30:00,58960.23658664587,58960.23658664587,58960.23658664587,58960.23658664587,1164278309271.2642,11399086336.303324,2513.3643501004462,2513.3643501004462,2513.3643501004462,2513.3643501004462,302383496015.1365,6105765553.728281,0.9998489122998646,0.9998489122998646,0.9998489122998646,0.9998489122998646,118230433723.71104,20769126182.80864,0.5658008208842239,0.5658008208842239,0.5658008208842239,0.5658008208842239,31833847986.957657,459737907.0343127
14,2024-09-02 05:30:00,57357.71617282246,57357.71617282246,57357.71617282246,57357.71617282246,1133133027660.6194,25465621877.97047,2430.0202661439344,2430.0202661439344,2430.0202661439344,2430.0202661439344,292436067877.0585,11229587557.968822,1.000524959314262,1.000524959314262,1.000524959314262,1.000524959314262,118295677077.48834,29488213878.951893,0.5482578347068274,0.5482578347068274,0.5482578347068274,0.5482578347068274,30827802335.402847,703228575.3986151
15,2024-09-03 05:30:00,59108.73235863689,59108.73235863689,59108.73235863689,59108.73235863689,1168410293915.9832,28012782290.96625,2534.9048168403706,2534.9048168403706,2534.9048168403706,2534.9048168403706,304838837601.64795,12130504179.053217,0.9999746484069576,0.9999746484069576,0.9999746484069576,0.9999746484069576,118015323883.80324,42068207224.32551,0.5671557310315145,0.5671557310315145,0.5671557310315145,0.5671557310315145,31895124484.31257,935981359.525784
16,2024-09-04 05:30:00,57504.53858622044,57504.53858622044,57504.53858622044,57504.53858622044,1137361604370.578,26829983370.35861,2437.1471557556497,2437.1471557556497,2437.1471557556497,2437.1471557556497,293818299349.5953,9565142020.243555,0.998101450592515,0.998101450592515,0.998101450592515,0.998101450592515,117932307878.3386,33084781732.39652,0.5574298894520976,0.5574298894520976,0.5574298894520976,0.5574298894520976,31460288618.283867,948169272.4189343
17,2024-09-05 05:30:00,57987.84601410068,57987.84601410068,57987.84601410068,57987.84601410068,1144983177152.221,37550380696.7459,2448.30785784089,2448.30785784089,2448.30785784089,2448.30785784089,294329412026.3932,16639700582.521397,1.000061823211606,1.000061823211606,1.000061823211606,1.000061823211606,118074249578.671,41088575111.38053,0.5579234385989325,0.5579234385989325,0.5579234385989325,0.5579234385989325,31353043205.675343,1303738904.947038
18,2024-09-06 05:30:00,56132.4047320886,56132.4047320886,56132.4047320886,56132.4047320886,1109212553022.4158,30005773445.69372,2367.7700509506026,2367.7700509506026,2367.7700509506026,2367.7700509506026,284989115168.67084,11060190870.627691,0.9995413058748812,0.9995413058748812,0.9995413058748812,0.9995413058748812,118124553014.56516,40416688203.03092,0.5441098914201123,0.5441098914201123,0.5441098914201123,0.5441098914201123,30607113388.50645,1036536574.2933264
19,2024-09-07 05:30:00,53923.35611071905,53923.35611071905,53923.35611071905,53923.35611071905,1065462041080.5197,50260816556.81667,2223.780428382685,2223.780428382685,2223.780428382685,2223.780428382685,267574522057.00296,26087934661.284035,1.0000167425498183,1.0000167425498183,1.0000167425498183,1.0000167425498183,118197461602.93044,69223960493.4397,0.5213130558804894,0.5213130558804894,0.5213130558804894,0.5213130558804894,29371557075.01245,1723136656.842356
20,2024-09-08 05:30:00,54150.9383589072,54150.9383589072,54150.9383589072,54150.9383589072,1068954727890.204,17048448412.007126,2272.6972849951912,2272.6972849951912,2272.6972849951912,2272.6972849951912,273350308345.93225,10405191111.340616,1.000204354128004,1.000204354128004,1.000204354128004,1.000204354128004,118192306888.51338,29962549103.339977,0.5247980291815724,0.5247980291815724,0.5247980291815724,0.5247980291815724,29548526637.092262,587212770.4091364
21,2024-09-09 05:30:00,54792.40755768575,54792.40755768575,54792.40755768575,54792.40755768575,1085390277573.522,18644823662.23431,2296.4029520764498,2296.4029520764498,2296.4029520764498,2296.4029520764498,276344419515.7602,9844980386.825493,0.9992475518507437,0.9992475518507437,0.9992475518507437,0.9992475518507437,118097524596.7483,28203740261.758167,0.5285291709201617,0.5285291709201617,0.5285291709201617,0.5285291709201617,29774154782.962955,521287660.7729989
22,2024-09-10 05:30:00,57049.11875114327,57049.11875114327,57049.11875114327,57049.11875114327,1126840069631.8132,35655419448.07046,2359.565766831627,2359.565766831627,2359.565766831627,2359.565766831627,284026097136.9972,15874675673.552357,0.9995366778015586,0.9995366778015586,0.9995366778015586,0.9995366778015586,118169308693.40656,51279937261.61112,0.5396089614101646,0.5396089614101646,0.5396089614101646,0.5396089614101646,30395333618.44636,904225267.2384489
23,2024-09-11 05:30:00,57624.16178336144,57624.16178336144,57624.16178336144,57624.16178336144,1137928777838.5286,29676093302.30697,2389.4740111256497,2389.4740111256497,2389.4740111256497,2389.4740111256497,287422889605.8082,12508388687.122389,1.000199562335115,1.000199562335115,1.000199562335115,1.000199562335115,118369979986.92542,39791627344.81422,0.5409989520278039,0.5409989520278039,0.5409989520278039,0.5409989520278039,30471929007.34304,785524580.6774228
24,2024-09-12 05:30:00,57381.76444500048,57381.76444500048,57381.76444500048,57381.76444500048,1134292554478.847,37765652735.2964,2342.9639236941434,2342.9639236941434,2342.9639236941434,2342.9639236941434,282041230807.9828,14692963988.99108,0.999855942473032,0.999855942473032,0.999855942473032,0.999855942473032,118453823970.21852,46892204688.59078,0.5355035586141155,0.5355035586141155,0.5355035586141155,0.5355035586141155,30175701058.58605,1003832742.0187716
25,2024-09-13 05:30:00,58106.95122981528,58106.95122981528,58106.95122981528,58106.95122981528,1148469900814.253,34177859933.02337,2362.300238174588,2362.300238174588,2362.300238174588,2362.300238174588,284255194234.77527,11610780893.077024,0.9997532775780804,0.9997532775780804,0.9997532775780804,0.9997532775780804,118400065870.787,45211119836.10348,0.5625110835184267,0.5625110835184267,0.5625110835184267,0.5625110835184267,31713263515.45175,1755892728.7051384
26,2024-09-14 05:30:00,60620.62747295754,60620.62747295754,60620.62747295754,60620.62747295754,1197832322916.0117,31919740723.76027,2445.08621032297,2445.08621032297,2445.08621032297,2445.08621032297,294131761890.3451,13122792869.978855,1.000749941348357,1.000749941348357,1.000749941348357,1.000749941348357,118715373464.87146,47234088508.69959,0.5731586762437418,0.5731586762437418,0.5731586762437418,0.5731586762437418,32316749262.834507,1315658124.0994296
27,2024-09-15 05:30:00,60003.29940083042,60003.29940083042,60003.29940083042,60003.29940083042,1185255944124.8464,15800120841.166773,2418.0828083179904,2418.0828083179904,2418.0828083179904,2418.0828083179904,290912717943.81995,7248493705.268602,1.0003429827085455,1.0003429827085455,1.0003429827085455,1.0003429827085455,118621353590.58966,23864442250.99478,0.5963129007980363,0.5963129007980363,0.5963129007980363,0.5963129007980363,33606464240.420605,1221362269.0817983
28,2024-09-16 05:30:00,59214.80226801806,59214.80226801806,59214.80226801806,59214.80226801806,1169677517083.0613,17289597542.866756,2322.6433317480564,2322.6433317480564,2322.6433317480564,2322.6433317480564,279257769574.61383,9361948332.945747,1.000535983437497,1.000535983437497,1.000535983437497,1.000535983437497,118802612881.71228,29435832527.397,0.5710582563848365,0.5710582563848365,0.5710582563848365,0.5710582563848365,32178771098.00021,727164005.125297
29,2024-09-17 05:30:00,58211.123231286256,58211.123231286256,58211.123231286256,58211.123231286256,1150499194409.9338,32196570894.402115,2295.1348386540835,2295.1348386540835,2295.1348386540835,2295.1348386540835,276339513490.21936,16629103878.54157,0.9993179426744908,0.9993179426744908,0.9993179426744908,0.9993179426744908,118588812120.9188,49170855406.54608,0.5855052549961755,0.5855052549961755,0.5855052549961755,0.5855052549961755,33045852897.93933,1373012324.854466
30,2024-09-18 05:30:00,60317.0319794625,60317.0319794625,60317.0319794625,60317.0319794625,1191818552363.611,34191170117.78261,2341.0924132597524,2341.0924132597524,2341.0924132597524,2341.0924132597524,281704536557.3961,14449511265.93516,1.0001431977541406,1.0001431977541406,1.0001431977541406,1.0001431977541406,118718182140.33269,49764092454.580925,0.5849889783458981,0.5849889783458981,0.5849889783458981,0.5849889783458981,32985201750.25279,1080504462.494768
31,2024-09-19 05:30:00,61440.41208494509,61440.41208494509,61440.41208494509,61440.41208494509,1211837853548.9265,40445339415.1129,2361.960992100706,2361.960992100706,2361.960992100706,2361.960992100706,283874122378.3681,17524561761.811428,1.0015302583281835,1.0015302583281835,1.0015302583281835,1.0015302583281835,118956816677.9798,58478204684.645805,0.5854354281725553,0.5854354281725553,0.5854354281725553,0.5854354281725553,32970524763.027065,1301476892.0261323
32,2024-09-20 05:30:00,62966.52931910512,62966.52931910512,62966.52931910512,62966.52931910512,1243871590271.493,41959080716.28771,2465.2347833172967,2465.2347833172967,2465.2347833172967,2465.2347833172967,296680606397.51587,17820089225.37694,1.00008287838566,1.00008287838566,1.00008287838566,1.00008287838566,118889277623.86028,56647759491.81626,0.5874083871859748,0.5874083871859748,0.5874083871859748,0.5874083871859748,33147629638.33711,1303901084.522276
33,2024-09-21 05:30:00,63128.224540748255,63128.224540748255,63128.224540748255,63128.224540748255,1246475981189.1353,35587830476.533394,2557.6218555442515,2557.6218555442515,2557.6218555442515,2557.6218555442515,307586864690.1545,18498405459.395584,1.0002725884224046,1.0002725884224046,1.0002725884224046,1.0002725884224046,119089506174.47215,54981143266.31666,0.5849389522523643,0.5849389522523643,0.5849389522523643,0.5849389522523643,33011549162.03921,1403359787.9714298
34,2024-09-22 05:30:00,63403.40234925936,63403.40234925936,63403.40234925936,63403.40234925936,1254104417392.48,12938083115.659332,2614.599604753501,2614.599604753501,2614.599604753501,2614.599604753501,315153052833.9301,9276102854.53634,0.999846938399153,0.999846938399153,0.999846938399153,0.999846938399153,119131553251.0926,26859488672.773,0.5979982229214985,0.5979982229214985,0.5979982229214985,0.5979982229214985,33764665008.627327,1078170702.855373
35,2024-09-23 05:30:00,63582.59956924825,63582.59956924825,63582.59956924825,63582.59956924825,1255899286380.1958,20349365412.816723,2582.847683741262,2582.847683741262,2582.847683741262,2582.847683741262,310840922229.8413,12759588941.97967,1.000259784128336,1.000259784128336,1.000259784128336,1.000259784128336,119142486489.02696,36455606046.65488,0.5879476818374326,0.5879476818374326,0.5879476818374326,0.5879476818374326,33168320660.64008,992887707.356122
36,2024-09-24 05:30:00,63327.02654450202,63327.02654450202,63327.02654450202,63327.02654450202,1251095079247.0432,23998847798.757656,2647.993162203325,2647.993162203325,2647.993162203325,2647.993162203325,318666137823.1156,19740370943.835594,0.999919859900348,0.999919859900348,0.999919859900348,0.999919859900348,119225487097.90628,49208868070.452896,0.585063893554206,0.585063893554206,0.585063893554206,0.585063893554206,33022282573.37144,1121279489.7439432
37,2024-09-25 05:30:00,64334.14274876097,64334.14274876097,64334.14274876097,64334.14274876097,1271183646356.5713,31490984593.70592,2653.844345308008,2653.844345308008,2653.844345308008,2653.844345308008,319524635350.52515,16584773336.25631,1.0000500592266637,1.0000500592266637,1.0000500592266637,1.0000500592266637,119245380622.48024,53159917923.67242,0.5914408518035444,0.5914408518035444,0.5914408518035444,0.5914408518035444,33380934130.37941,1227141705.7935853
38,2024-09-26 05:30:00,63151.89959401337,63151.89959401337,63151.89959401337,63151.89959401337,1245721254991.302,26087643765.748165,2578.566359563475,2578.566359563475,2578.566359563475,2578.566359563475,309875035203.6359,14003678832.756737,1.0006122429352171,1.0006122429352171,1.0006122429352171,1.0006122429352171,119330816979.4146,45836124175.46176,0.5838949675172452,0.5838949675172452,0.5838949675172452,0.5838949675172452,32965388380.210888,1184864675.7010186
39,2024-09-27 05:30:00,65130.76884023231,65130.76884023231,65130.76884023231,65130.76884023231,1287151352432.846,37995568903.94455,2630.94983700893,2630.94983700893,2630.94983700893,2630.94983700893,316828988137.27673,16686162392.966532,1.0000709369797858,1.0000709369797858,1.0000709369797858,1.0000709369797858,119333889219.37726,61999678365.98248,0.590001948405351,0.590001948405351,0.590001948405351,0.590001948405351,33338294387.03744,1320296148.7263632
40,2024-09-28 05:30:00,65791.00212541742,65791.00212541742,65791.00212541742,65791.00212541742,1299708226182.0725,32664917503.931107,2698.192821234604,2698.192821234604,2698.192821234604,2698.192821234604,324681649929.6723,16468123574.12263,1.000440220244596,1.000440220244596,1.000440220244596,1.000440220244596,119481674680.34584,39597334324.451164,0.5891149844820397,0.5891149844820397,0.5891149844820397,0.5891149844820397,33329346797.44249,1401603759.7256885
41,2024-09-29 05:30:00,65934.10709441357,65934.10709441357,65934.10709441357,65934.10709441357,1303217687717.8518,15342911002.84781,2680.218702062471,2680.218702062471,2680.218702062471,2680.218702062471,322761939149.4107,9607072594.439384,1.0006401401045923,1.0006401401045923,1.0006401401045923,1.0006401401045923,119646728684.20177,23897751076.791008,0.6150093639492326,0.6150093639492326,0.6150093639492326,0.6150093639492326,34786926383.63196,2770313435.4847174
42,2024-09-30 05:30:00,65663.68986662335,65663.68986662335,65663.68986662335,65663.68986662335,1297825615076.3352,12948707838.93838,2659.611211611689,2659.611211611689,2659.611211611689,2659.611211611689,320146112155.9396,9570811494.068226,0.9999264441132036,0.9999264441132036,0.9999264441132036,0.9999264441132036,119508803828.78313,35197506321.45075,0.6425919277698904,0.6425919277698904,0.6425919277698904,0.6425919277698904,36340530782.95552,2594472533.021398
43,2024-10-01 05:30:00,63243.27532464382,63243.27532464382,63243.27532464382,63243.27532464382,1249577803402.171,35124446789.27111,2597.3411516834435,2597.3411516834435,2597.3411516834435,2597.3411516834435,312577514239.3695,17539259209.42195,1.0001549105220389,1.0001549105220389,1.0001549105220389,1.0001549105220389,119716177650.74232,60217311693.00219,0.6119339379239672,0.6119339379239672,0.6119339379239672,0.6119339379239672,34688823292.79782,2572233994.51974
44,2024-10-02 05:30:00,60872.66854372554,60872.66854372554,60872.66854372554,60872.66854372554,1202927109017.5488,54251488433.95029,2451.631522589772,2451.631522589772,2451.631522589772,2451.631522589772,295243912099.71765,26538568534.282005,0.9992162065074812,0.9992162065074812,0.9992162065074812,0.9992162065074812,119609196026.14432,87688709413.82808,0.5974675047314544,0.5974675047314544,0.5974675047314544,0.5974675047314544,33843017507.63993,3132237056.7574463
45,2024-10-03 05:30:00,60655.55979196848,60655.55979196848,60655.55979196848,60655.55979196848,1198652098493.4895,41870731291.86736,2365.231040243019,2365.231040243019,2365.231040243019,2365.231040243019,284621591999.18945,20613586399.40693,0.999953265760714,0.999953265760714,0.999953265760714,0.999953265760714,119655789008.589,60786660023.59352,0.5388310673967639,0.5388310673967639,0.5388310673967639,0.5388310673967639,30482283203.95177,2854956361.290716
46,2024-10-04 05:30:00,60727.86395169296,60727.86395169296,60727.86395169296,60727.86395169296,1200491237695.5154,37711138441.76231,2348.00483692474,2348.00483692474,2348.00483692474,2348.00483692474,282601960212.3656,18771995105.19124,0.9996324669487652,0.9996324669487652,0.9996324669487652,0.9996324669487652,119618717248.59448,55159237990.379776,0.5216590897682057,0.5216590897682057,0.5216590897682057,0.5216590897682057,29492016906.45157,2514792835.7085347
47,2024-10-05 05:30:00,62103.01047283253,62103.01047283253,62103.01047283253,62103.01047283253,1226663492771.043,30349059838.68457,2416.918405555264,2416.918405555264,2416.918405555264,2416.918405555264,290928251441.44226,15230883994.399237,1.0003194351672378,1.0003194351672378,1.0003194351672378,1.0003194351672378,119681714324.82814,50019501599.90957,0.5347464951856385,0.5347464951856385,0.5347464951856385,0.5347464951856385,30241736953.735306,1756699967.6584756
