Date,Open,High,Low,Close
2024-08-21,2575.643435503567,2575.643435503567,2575.643435503567,2575.643435503567
2024-08-22,2630.2988017642488,2630.2988017642488,2630.2988017642488,2630.2988017642488
2024-08-23,2623.289171364539,2623.289171364539,2623.289171364539,2623.289171364539
2024-08-24,2763.2554073640704,2763.2554073640704,2763.2554073640704,2763.2554073640704
2024-08-25,2767.840733546234,2767.840733546234,2767.840733546234,2767.840733546234
2024-08-26,2745.164671605207,2745.164671605207,2745.164671605207,2745.164671605207
2024-08-27,2683.0801154902983,2683.0801154902983,2683.0801154902983,2683.0801154902983
2024-08-28,2457.2773517547434,2457.2773517547434,2457.2773517547434,2457.2773517547434
2024-08-29,2527.0269814017706,2527.0269814017706,2527.0269814017706,2527.0269814017706
2024-08-30,2526.7383553003406,2526.7383553003406,2526.7383553003406,2526.7383553003406
2024-08-31,2527.690204915795,2527.690204915795,2527.690204915795,2527.690204915795
2024-09-01,2513.3643501004462,2513.3643501004462,2513.3643501004462,2513.3643501004462
2024-09-02,2430.0202661439344,2430.0202661439344,2430.0202661439344,2430.0202661439344
2024-09-03,2534.9048168403706,2534.9048168403706,2534.9048168403706,2534.9048168403706
2024-09-04,2437.1471557556497,2437.1471557556497,2437.1471557556497,2437.1471557556497
2024-09-05,2448.30785784089,2448.30785784089,2448.30785784089,2448.30785784089
2024-09-06,2367.7700509506026,2367.7700509506026,2367.7700509506026,2367.7700509506026
2024-09-07,2223.780428382685,2223.780428382685,2223.780428382685,2223.780428382685
2024-09-08,2272.6972849951912,2272.6972849951912,2272.6972849951912,2272.6972849951912
2024-09-09,2296.4029520764498,2296.4029520764498,2296.4029520764498,2296.4029520764498
2024-09-10,2359.565766831627,2359.565766831627,2359.565766831627,2359.565766831627
2024-09-11,2389.4740111256497,2389.4740111256497,2389.4740111256497,2389.4740111256497
2024-09-12,2342.9639236941434,2342.9639236941434,2342.9639236941434,2342.9639236941434
2024-09-13,2362.300238174588,2362.300238174588,2362.300238174588,2362.300238174588
2024-09-14,2445.08621032297,2445.08621032297,2445.08621032297,2445.08621032297
2024-09-15,2418.0828083179904,2418.0828083179904,2418.0828083179904,2418.0828083179904
2024-09-16,2322.6433317480564,2322.6433317480564,2322.6433317480564,2322.6433317480564
