Date,Open,High,Low,Close,Market Cap,Total Volume
2024-08-19 05:30:00,0.5641402621351506,0.5641402621351506,0.5641402621351506,0.5641402621351506,31699229123.507595,617194458.1864655
2024-08-20 05:30:00,0.5991141923286195,0.5991141923286195,0.5991141923286195,0.5991141923286195,33637408468.498966,1755788084.835185
2024-08-21 05:30:00,0.594394755189024,0.594394755189024,0.594394755189024,0.594394755189024,33333279765.967487,1401494292.4529498
2024-08-22 05:30:00,0.6003970672361606,0.6003970672361606,0.6003970672361606,0.6003970672361606,33743715595.89921,1278773168.6333387
2024-08-23 05:30:00,0.5976871187626694,0.5976871187626694,0.5976871187626694,0.5976871187626694,33589114363.11003,1006578176.215835
2024-08-24 05:30:00,0.6102506382532653,0.6102506382532653,0.6102506382532653,0.6102506382532653,34283938679.53692,1400222917.466907
2024-08-25 05:30:00,0.6139391687850385,0.6139391687850385,0.6139391687850385,0.6139391687850385,34491160674.30759,1209425430.7483633
2024-08-26 05:30:00,0.5995127578984722,0.5995127578984722,0.5995127578984722,0.5995127578984722,33680683543.769005,934683774.9393411
2024-08-27 05:30:00,0.5872790171235059,0.5872790171235059,0.5872790171235059,0.5872790171235059,32999976385.4302,1188834411.2691946
2024-08-28 05:30:00,0.5670252246535126,0.5670252246535126,0.5670252246535126,0.5670252246535126,31857488696.739094,1648249019.2532597
2024-08-29 05:30:00,0.5696993284601568,0.5696993284601568,0.5696993284601568,0.5696993284601568,32069384452.160854,1500729830.1107528
2024-08-30 05:30:00,0.561506372583823,0.561506372583823,0.561506372583823,0.561506372583823,31585196062.886494,1064481734.9849228
2024-08-31 05:30:00,0.5673490796111339,0.5673490796111339,0.5673490796111339,0.5673490796111339,31919312705.246872,1204954666.5125787
2024-09-01 05:30:00,0.5658008208842239,0.5658008208842239,0.5658008208842239,0.5658008208842239,31833847986.957657,459737907.0343127
2024-09-02 05:30:00,0.5482578347068274,0.5482578347068274,0.5482578347068274,0.5482578347068274,30827802335.402847,703228575.3986151
2024-09-03 05:30:00,0.5671557310315145,0.5671557310315145,0.5671557310315145,0.5671557310315145,31895124484.312572,935981359.5257839
2024-09-04 05:30:00,0.5574298894520976,0.5574298894520976,0.5574298894520976,0.5574298894520976,31460288618.283867,948169272.4189343
2024-09-05 05:30:00,0.5579234385989325,0.5579234385989325,0.5579234385989325,0.5579234385989325,31353043205.675346,1303738904.947038
2024-09-06 05:30:00,0.5441098914201123,0.5441098914201123,0.5441098914201123,0.5441098914201123,30607113388.506454,1036536574.2933264
2024-09-07 05:30:00,0.5213130558804894,0.5213130558804894,0.5213130558804894,0.5213130558804894,29371557075.01245,1723136656.842356
2024-09-08 05:30:00,0.5247980291815724,0.5247980291815724,0.5247980291815724,0.5247980291815724,29548526637.092266,587212770.4091364
2024-09-09 05:30:00,0.5285291709201617,0.5285291709201617,0.5285291709201617,0.5285291709201617,29774154782.962955,521287660.7729989
2024-09-10 05:30:00,0.5396089614101646,0.5396089614101646,0.5396089614101646,0.5396089614101646,30395333618.446358,904225267.2384489
2024-09-11 05:30:00,0.5409989520278039,0.5409989520278039,0.5409989520278039,0.5409989520278039,30471929007.34304,785524580.6774228
2024-09-12 05:30:00,0.5355035586141155,0.5355035586141155,0.5355035586141155,0.5355035586141155,30175701058.586052,1003832742.0187716
2024-09-13 05:30:00,0.5625110835184267,0.5625110835184267,0.5625110835184267,0.5625110835184267,31713263515.45175,1755892728.7051384
2024-09-14 05:30:00,0.5731586762437418,0.5731586762437418,0.5731586762437418,0.5731586762437418,32316749262.834507,1315658124.0994296
